textbox19,textbox34,ID,textbox30,textbox10,Title,Location,Status,DateInitiated,Initiator,SAPNotificationNr
Unit: 04,[185],251356,1,CIB - C&I UNITS 4 - 6 SECT,CALLED OUT S/BY C&I TO ATTEND TO MILL 'C' LUB OIL PRESS LOW  PROBLEM.,03-04NM30D002KP01 - MILL 4C LUB OIL P/P SET PUMP,Submitted,2015-02-25 17:38,TP Mndawe,23091603
Unit: 04,[185],251151,2,HMDM - HMD MILLS,CALL OUT S/BY GC FOR MILL A TO BE INSPECTED INSIDE.,03-04NM10 - MILL 4A,Submitted,2015-02-23 22:50,Z Sibanyoni,23087978
Unit: 04,[185],249397,4,HMDM - HMD MILLS,AIR LEAKS TO BE STOPPED ON MILL 'A' BENEATH THE BRG OF A PA DAMPER.,03-04NM10S001 - MILL 4A PA DAMPER,Signed Off,2015-02-03 01:13,TP Mndawe,23059046
Unit: 04,[185],252691,2,PERFTEST - PERFORMANCE AND TESTING,CALL OUT PERFOMANCE AND TESTING TO DO CLEAN OUT CURVE FOR D MILL.,03-04NM40 - MILL 4D,Signed Off,2015-03-13 12:50,Z Sibanyoni,23113706
Unit: 04,[185],251150,2,EMF - EMD UNIT 4-6,EMD CALL OUT FOR A MILL MOTOR BREAKER FAIL TO START.,03-04NM10D001-M01 - MILL 4A DRIVE MOTOR,Signed Off,2015-02-23 22:47,Z Sibanyoni,23087979
Unit: 04,[185],252038,1,CIB - C&I UNITS 4 - 6 SECT,to assist with c mill runup program,03-04NM30 - MILL 4C,Submitted,2015-03-05 22:27,Marius Alexander,23102664
Unit: 04,[185],250702,1,CIB - C&I UNITS 4 - 6 SECT,"S/BY C&I CALLED OUT TO CHECK MILL 'F' FAULTY PROGRAM,SAME FAILS TO START.",03-04NM60 - MILL 4F,Submitted,2015-02-19 02:19,TP Mndawe,23080960
Unit: 04,[185],250713,2,MBM - MBD MILLS,"MILL 'A' REJECT SYSTEM,WATER IS REVERSING BACK INTO REJECT BOX.",03-04NM10AA - MILL 4A REJECT SYSTEM,Submitted,2015-02-19 05:44,TP Mndawe,23081017
Unit: 04,[185],253381,2,CIB - C&I UNITS 4 - 6 SECT,"CALL OUT S/BY C&I FOR F MILL PROGRAM ,FAILS TO START.",03-04NM60 - MILL 4F,Submitted,2015-03-21 06:26,Z Sibanyoni,23123378
Unit: 04,[185],252526,2,EMF - EMD UNIT 4-6,S/H ATT 3.4 SPRAYWATER ISOLATING V/V B LEAKING WATER.,03-04NW34S102 - S/H  ATT 3.4 SPRAYWTR ISOL V/V B (MAN),Signed Off,2015-03-11 13:17,Z Sibanyoni,23110065
Unit: 04,[185],250790,1,CIB - C&I UNITS 4 - 6 SECT,"ON SITE S/BY C&I TO CHECK MILL 'C',MTR FAILS TO START,HAS GOT A HOLD.",03-04NM30 - MILL 4C,Signed Off,2015-02-20 03:35,TP Mndawe,23082813
Unit: 04,[185],253293,2,CIB - C&I UNITS 4 - 6 SECT,CALL OUT S/BY C&I FOR A FEEDER FAULT AND GOT A DISCRIPENCY.,03-04CC002B001 - MILL 4A FDR 04NM10D003,Signed Off,2015-03-20 03:08,Shimane Molepo,23121612
Unit: 04,[185],254007,1,CIB - C&I UNITS 4 - 6 SECT,CALL OUT S/BY C&I FOR F MILL PROGRAM STEP 7  & 10  FAILS TO STEP THROUGH.,03-04NM60 - MILL 4F,Submitted,2015-03-29 20:56,Jeremia Mabuza,23133369
Unit: 04,[185],254010,1,HMDM - HMD MILLS,4D MILL MOTOR DE BEARING TEMP STAY HIGH .,03-04NM40T006 - MILL 4D MOTOR DE BEARING TEMP,Submitted,2015-03-29 21:23,Jeremia Mabuza,23133424
Unit: 04,[185],254018,1,HMDM - HMD MILLS,S/BY CALLED OUT C MILL HYDROLIC PRESSURE LOW,03-04NM30P013 - MILL 4C BALL LOADING HYDR OIL PRESSURE,Submitted,2015-03-29 23:47,Nomathemba Mdhluli,23133405
Unit: 04,[185],255080,2,HMDM - HMD MILLS,"MILL 'A' REJECT PIPE TO BLR ASH HOPPERS IS DISCONNECTED,THE TWO PIPES TO BE JOINED TOGETHER.",03-04NM10AA - MILL 4A REJECT SYSTEM,Submitted,2015-04-13 15:20,TP Mndawe,23149721
Unit: 04,[185],255305,1,HMDM - HMD MILLS,a mill pf leak  on top of mill,03-04NM10 - MILL 4A,Signed Off,2015-04-16 09:13,Marius Alexander,23153420
Unit: 04,[185],255484,1,CIB - C&I UNITS 4 - 6 SECT,CALLED OUT S/BY C&I TO ATTEND TO DISCREPANCIES ON MILL 'A' AND MILL 'B' SECONDARY AIR DAMPERS.,03-04NS22 - B2 BURNER SECONDARY AIR SUB-SYSTEM,Signed Off,2015-04-18 19:57,TP Mndawe,23155968
Unit: 04,[185],256289,1,HMDM - HMD MILLS,PF LEAK AT SPIDER DOOR,03-04NM60 - MILL 4F,Submitted,2015-04-29 09:24,Nomathemba Mdhluli,23167158
Unit: 04,[185],256575,1,HMDM - HMD MILLS,PF  LEAK AT DISTRIBUTION BOX,03-04NM30 - MILL 4C,Submitted,2015-05-04 10:34,Nomathemba Mdhluli,23171828
Unit: 04,[185],253261,1,CIB - C&I UNITS 4 - 6 SECT,C&I CALLED OUT TO ASSIST PUT I/S C MILL (PROGRAM),03-04NM30 - MILL 4C,Signed Off,2015-03-19 18:55,Nomathemba Mdhluli,23121481
Unit: 04,[185],257259,2,HMDBLR - HMD BOILER,PA DUCT LEAKING BADLY BLOWING TOWARDS F MILL PA DAMPER,03-04JF03C011 - MILL 4F PA DAMPER 04NM60S001,Signed Off,2015-05-13 23:53,Thami Malaka,23183452
Unit: 04,[185],257291,1,HMDM - HMD MILLS,pf leak at e3 burner box,03-04NM50 - MILL 4E,Signed Off,2015-05-14 12:38,Marius Alexander,23184048
Unit: 04,[185],257753,1,HMDM - HMD MILLS,"PF leak on tension ram no 8,GC construction to replace.",03-04NM50G019 - MILL 4E BALL LOADING TENSION RAM NR 8,Submitted,2015-05-21 20:32,Jeremia Mabuza,23194307
Unit: 04,[185],257955,1,HMDM - HMD MILLS,F mill is leaking PF on the distribution box.,03-04CB089B001 - MILL 4F PF DISTR DAMPER 04NM60S005,Submitted,2015-05-24 16:09,Jeremia Mabuza,23196478
Unit: 04,[185],258023,2,HMDM - HMD MILLS,"MILL 'F' HAS GOT A SMALL PF LEAK ON DISTR BOX,SAME TO BE ATTENDED TO.",03-04NM60S005 - MILL 4F PF DISTRIBUTION BOX DAMPER,Submitted,2015-05-25 17:03,TP Mndawe,23198344
Unit: 04,[185],258236,2,HMDM - HMD MILLS,"CALL OUT S/BY GC FOR E MILL KEEP ON TRIPPING WITH GAS LOADING PRESS LOW ,LEAKING BADLY.",03-04NM50G - MILL 4E BALL LOADING SYS (GAS & HYD),Submitted,2015-05-29 01:15,Z Sibanyoni,23202726
Unit: 04,[185],258243,1,HMDM - HMD MILLS,"B MILL REJECTING EXCESSIVELY  ,LOT OF IRON COMING OUT ON A REJECTBOX",03-04NM20 - MILL 4B,Submitted,2015-05-29 05:48,Z Sibanyoni,23202818
Unit: 04,[185],255406,2,HMDM - HMD MILLS,U4GRATINGS AROUND MILLS MTO BE FIXED OR REPLCED,03-04YU - UNIT 4 GENERAL BUILDINGS                ,Signed Off,2015-04-17 10:57,Elias Masilela,23154940
Unit: 04,[185],256111,1,CIB - C&I UNITS 4 - 6 SECT,ON SITE S/BY C&I NOTIFIED TO CHECK THE CUASE HOLDING MILL 'C' MTR NOT TO START,03-04NM30 - MILL 4C,Signed Off,2015-04-26 17:47,TP Mndawe,23164951
Unit: 04,[185],256288,1,HMDM - HMD MILLS,PF LEAK AT DUCTING,03-04NM50G006 - BABCOCK MILL 4E,Submitted,2015-04-29 09:17,Nomathemba Mdhluli,23167153
Unit: 04,[185],257252,2,EMA - EMD ACTUATORS,CALL OUT S/BY ACTUATOR TEAM FOR F MILL PA DAMPER CLOSE LIMITS FAULT.,03-04JF03C011 - MILL 4F PA DAMPER 04NM60S001,Submitted,2015-05-13 22:58,Z Sibanyoni,23183443
Unit: 04,[185],257290,1,HMDM - HMD MILLS,pf leak at b4 burner box,03-04NM20 - MILL 4B,Signed Off,2015-05-14 12:37,Marius Alexander,23184049
Unit: 04,[185],254664,2,CIB - C&I UNITS 4 - 6 SECT,"""C"" MILL INLET AIR PRESSURE GAGH FAULTY.",03-04NM30 - MILL 4C,Signed Off,2015-04-08 13:15,Jeremia Mabuza,23144069
Unit: 04,[185],256188,2,HMDM - HMD MILLS,Call out standby GC for mill 4A tansion ram no.6 is leaking pf very bardly,03-04CA085B001 - MILL 4A BALL LDG H/OIL P/P 04NM10D008,Submitted,2015-04-27 22:08,Jeremia Mabuza,23165686
Unit: 04,[185],258696,1,CIB - C&I UNITS 4 - 6 SECT,s/by c+i called out to simulate to start d mill mtr for direction test.,03-04NM40D001-M01 - MILL 4D DRIVE MOTOR,Submitted,2015-06-03 17:31,B Melvill,23209576
Unit: 04,[185],258732,1,CIB - C&I UNITS 4 - 6 SECT,s/by c & i called out for d mill pa & temp air & d2 sec air damper indications reading zero,03-04NM40 - MILL 4D,Submitted,2015-06-04 05:40,Marius Alexander,23208884
Unit: 04,[185],258846,1,CIB - C&I UNITS 4 - 6 SECT,e1 sec air damper indication reading zero but damper is open 50% open on plant  and flow is also 50%,03-04NM50 - MILL 4E,Signed Off,2015-06-05 05:10,Marius Alexander,23210818
Unit: 04,[185],259167,1,CIB - C&I UNITS 4 - 6 SECT,"ON SITE S/BY C&I NOTIFIED TO CHECK MILL 'D' PROBLEM,SAME STARTED,PULLED HIGH AMPS,STARTING CURRENT A",03-04NM40 - MILL 4D,Submitted,2015-06-09 05:27,TP Mndawe,23214483
Unit: 04,[185],259208,S,HMDM - HMD MILLS,unit 4 boiler rear 16ml oil burners fire protection valve locked in close position due to low air pr,03-04UY23S610 - BLR REAR BNRS FIRE PROT ALM V/V 4/FCV187,Submitted,2015-06-09 18:07,Robert Zitha,23215628
Unit: 04,[185],257754,1,HMDM - HMD MILLS,Mill 4B reject inner door fails to open. ,03-04NM20AA - MILL 4B REJECT SYSTEM,Submitted,2015-05-21 20:37,Jeremia Mabuza,23194303
Unit: 04,[185],258759,S,HMDM - HMD MILLS,B mill is leaking PF in one of the bootseal.,03-04NM20 - MILL 4B,Submitted,2015-06-04 09:33,Jeremia Mabuza,23209589
Unit: 04,[185],257289,1,HMDM - HMD MILLS,pf leak at burner box b1,03-06NM21 - B1 BURNER,Submitted,2015-05-14 12:23,Marius Alexander,23184241
Unit: 04,[185],257584,1,MBM - MBD MILLS,pf leak on e mill pf outlet ducting,03-04NM50 - MILL 4E,Signed Off,2015-05-19 15:14,Marius Alexander,23191014
Unit: 04,[185],259837,S,HMDTURB - HMD TURBINE,unit 4 cable tunnel  main isolating valve turning loose,03-04UY27S610 - SPRW TO U4 CBL TUNNEL ALM V/V 4/FCV179  ,Signed Off,2015-06-17 00:37,Robert Zitha,23223037
Unit: 04,[185],260221,1,HMDM - HMD MILLS,Standby plater shop call out for ''c'' mill PA duct is leaking air very badly.,03-04NM30 - MILL 4C,Signed Off,2015-06-21 22:22,Jeremia Mabuza,23228019
Unit: 04,[185],260375,1,EMF - EMD UNIT 4-6,"D MILL FEEDER KEEPS TRIPPING ,EMD TO COME AND CHECK IT",03-04NM40Y001-N01 - MILL 4D FEEDER SPEED CONTROL,Submitted,2015-06-23 19:57,Thami Malaka,23231482
Unit: 04,[185],258197,1,CIB - C&I UNITS 4 - 6 SECT,c mill gas loading press indication in ucr flty reads lo press nrml on plant,03-04NM30G1 - MILL 4C AUTO LOADING SYSTEM,Signed Off,2015-05-28 13:55,B Melvill,23202253
Unit: 04,[185],258544,1,CIB - C&I UNITS 4 - 6 SECT,"ON SITE S/BY C&I NOTIFIED TO CHECK MILL 'F',SAME FAILED TO START.",03-04NM60 - MILL 4F,Submitted,2015-06-02 03:51,TP Mndawe,23206595
Unit: 04,[185],258789,1,HMDM - HMD MILLS,Mill A inspection door is leaking PF.,03-04NM10 - MILL 4A,Submitted,2015-06-04 11:59,Jeremia Mabuza,23210065
Unit: 04,[185],259666,1,CIB - C&I UNITS 4 - 6 SECT,"A MILL PROGRAM STUCK ,C&I CALLED OUT",03-04CC101B001 - PA MILL 4A MAINT ISOL DAMPER 04NM10S007,Submitted,2015-06-15 00:59,Thami Malaka,23221329
Unit: 04,[185],260260,1,HMDBLR - HMD BOILER,F MILL NEXT TO PA DAMPER THERS A WHOLE ,03-04NM10S001MS01 - MILL 4A PA DAMPER ACTUATOR,Signed Off,2015-06-22 12:46,Thami Malaka,23229153
Unit: 04,[185],260523,1,HMDM - HMD MILLS,gc const to cure f mill dist box p/f leak on load.,03-04NM60 - MILL 4F,Submitted,2015-06-25 09:43,B Melvill,23233038
Unit: 04,[185],260825,1,HMDM - HMD MILLS,c mill pf leak on outlet ducting,03-04NM30 - MILL 4C,Signed Off,2015-06-29 15:48,Marius Alexander,23238183
Unit: 04,[185],261469,2,EMF - EMD UNIT 4-6,"EMD TO LOOK INTO MILL 'A' MOTOR,SAME FAILS TO START.",03-04NM10 - MILL 4A,Submitted,2015-07-08 06:25,TP Mndawe,23247751
Unit: 04,[185],260220,1,HMDM - HMD MILLS,Standby plater shop call out for ''c'' mill PA duct is leaking air very badly.,03-04NM30 - MILL 4C,Cancelled,2015-06-21 22:17,Jeremia Mabuza,
Unit: 04,[185],260262,2,MBP - MBD PLATERSHOP,"MILL F PRIMARY AIR  LEAKING NEXT TO PA DAMPER ,PLATERSHOP NEEDT TO WELD AND CLOSE WHOLE",03-04NM20S001 - MILL 4B PA DAMPER,Signed Off,2015-06-22 13:04,Thami Malaka,23229155
Unit: 04,[185],260836,1,CIB - C&I UNITS 4 - 6 SECT,a 4 sec air damper to be stroked checked fails to make close limit  mill fails to start on sgc start,03-04NM10 - MILL 4A,Signed Off,2015-06-29 19:23,Marius Alexander,23238307
Unit: 04,[185],260964,2,HMDM - HMD MILLS,Mill 4B is leaking PF on the distribution box.,03-04CA034B001 - MILL 4B PF DISTR DMPR 04NM20S005,Submitted,2015-07-01 08:30,Z Sibanyoni,23240029
Unit: 04,[185],260967,2,HMDM - HMD MILLS,Mill 4F is leaking PF on the distribution box.,03-04CB089B001 - MILL 4F PF DISTR DAMPER 04NM60S005,Submitted,2015-07-01 08:38,Z Sibanyoni,23240063
Unit: 04,[185],261048,1,CIB - C&I UNITS 4 - 6 SECT,UCR indication of the feeder speed is 3.97% lower than the nominal feeder speed.,03-04NM60 - MILL 4F,Signed Off,2015-07-02 13:04,Andries Holtzhausen,23241992
Unit: 04,[185],261139,1,HMDM - HMD MILLS,"
''F'' feeder tripped five times with a feeder blocked alarm,we suspect that the feeder speed is ru",03-04CD004B001 - MILL 4F FDR 04NM60D003,Submitted,2015-07-03 10:19,Z Sibanyoni,23243357
Unit: 04,[185],261151,2,HMDM - HMD MILLS,4C MILL S/D DUE TO BOOTSEAL NR 7 LEAKING PF VERY BADLY.,03-04NM30G018KK01 - 4C BALL LDNG TENSION RAM NR 7 BOOTSEAL,Submitted,2015-07-03 14:27,Z Sibanyoni,23243641
Unit: 04,[185],261663,1,HMDM - HMD MILLS,e mill pa damper actuater arm to be replaced,03-04NM50 - MILL 4E,Submitted,2015-07-10 11:12,Marius Alexander,23250831
Unit: 04,[185],261683,1,CIB - C&I UNITS 4 - 6 SECT,s/by c+i called out stroke check e mill pa dmpr after actuator replaced.,03-04NM50 - MILL 4E,Signed Off,2015-07-10 17:34,B Melvill,23250954
Unit: 04,[185],262023,2,MBP - MBD PLATERSHOP,"MILL 'F' DISTR BOX COVER 4 LEAKING PF,SAME TO BE ATTENDED TO.",03-04NM60S005MR02 - MILL 4F DISTRIBUTION BOX,Submitted,2015-07-15 11:36,TP Mndawe,23255504
Unit: 04,[185],262385,2,CIB - C&I UNITS 4 - 6 SECT,"CALL OUT S/BY C& I  FOR D MILL SECONDARY AIR  GOT DISCRIPANCY.
CA",03-04JF01C004 - SECONDARY AIR DAMPER A4 NS14S001,Submitted,2015-07-20 01:05,Z Sibanyoni,23259594
Unit: 04,[185],262400,1,HMDOB - HMD OIL BURNERS,"MILL 'E' O/B ROWS FAIL TO IGNITE,O/B TEAM TO CHECK.",03-04NL11G001KM01 - OIL BURNER LANCE TIP,Submitted,2015-07-20 08:18,TP Mndawe,23259791
Unit: 04,[185],260826,1,HMDM - HMD MILLS,pf leak on top of mill at clasifiers,03-04NM20 - MILL 4B,Signed Off,2015-06-29 15:54,Marius Alexander,23238180
Unit: 04,[185],262237,2,CIB - C&I UNITS 4 - 6 SECT,''A'' MILL FEEDER BLOCK ALARM DOES NOT APPEAR IN CONTROL ROOM.,03-04CC002B001 - MILL 4A FDR 04NM10D003,Signed Off,2015-07-17 21:59,Jeremia Mabuza,23258728
Unit: 04,[185],261342,1,HMDM - HMD MILLS,a mill pa ducting cover to be put back in position,03-04JF01C005 - MILL 4A PA DAMPER 04NM10S001,Signed Off,2015-07-06 05:24,Marius Alexander,23245047
Unit: 04,[185],261358,2,PERFTEST - PERFORMANCE AND TESTING,Perfomance and testing to do clean air curve on ''A'' mill.,03-04NM10 - MILL 4A,Submitted,2015-07-06 08:44,Z Sibanyoni,23245225
Unit: 04,[185],262015,2,MBP - MBD PLATERSHOP,"THERE IS A BAD PA LEAK ON MILL 'A' COMMON DUCT JUST ON TOP,AS A RESULT BOTH LH&RH PA COMMON DUCT PRE",03-04NM10S001 - MILL 4A PA DAMPER,Signed Off,2015-07-15 08:58,TP Mndawe,23255114
Unit: 04,[185],262374,2,HMDM - HMD MILLS,MILL 4C PF LEAK ON TOP OF THE QUICK CLOSE DAMPER.,03-04CA032B001 - MILL 4C QUICK CLOSE DAMPER 04NM30S003,Signed Off,2015-07-19 22:24,Jeremia Mabuza,23259535
Unit: 04,[185],263271,2,HMDM - HMD MILLS,GC  CALL OUT FOR C MILL FEEDER BLOCKED.,03-04NM60D003 - MILL 4F FEEDER DRIVE,Submitted,2015-07-31 08:31,Z Sibanyoni,23272787
Unit: 04,[185],262699,2,CIB - C&I UNITS 4 - 6 SECT,CALL OUT STANDBY C&I FOR ''A'' MILL PA DAMPER TO REPLACE MODULE.,03-04JF01C005 - MILL 4A PA DAMPER 04NM10S001,Submitted,2015-07-24 02:43,Jeremia Mabuza,23264763
Unit: 04,[185],264821,1,CIB - C&I UNITS 4 - 6 SECT,D FEEDER KEEPSON DUE TO MILL BLOCKED PROTECTION C&I TO CHECK THAT SWITCH.,03-04CD002B001 - MILL 4D FDR 04NM40D003,Submitted,2015-08-19 06:09,Z Sibanyoni,23291234
Unit: 04,[185],265782,1,CIB - C&I UNITS 4 - 6 SECT,S/BY C&I CALLED OUT TO BLOW THROUGH MILL 'A' DIFF PRESS TX.,03-04NM10C011 - MILL 4A DIFF PRESSURE,Signed Off,2015-09-01 01:49,TP Mndawe,23305168
Unit: 04,[185],265799,1,HMDM - HMD MILLS,MILL F GOT PF LEAK F1 & F2,03-04NS62S002 - BURNER CORE AIR DAMPER F2,Submitted,2015-09-01 09:16,Z Sibanyoni,23305639
Unit: 04,[185],265803,2,HMDM - HMD MILLS,MILL C GOT PF LEAK ON BURNERBOX C1 & C2.,03-04NS31F001KX01 - BURNER C1 SEC AIR INL FLOW AEROFOIL,Submitted,2015-09-01 09:37,Z Sibanyoni,23305701
Unit: 04,[185],264664,3,CIB - C&I UNITS 4 - 6 SECT,MILL '4A' DIFF PRESSURE STAYS HIGH {10 PA} WHEN MILL RUNNING.  C&I TO DO BLOW THROUGH.,03-04NM10C011 - MILL 4A DIFF PRESSURE,Submitted,2015-08-17 07:36,Solly Mathebula,23288412
Unit: 04,[185],264722,2,HMDM - HMD MILLS,4B MILL DISTRIBUTION BOX LEAKING PF.,03-04NM20S005MR02 - MILL 4B DISTRIBUTION BOX,Signed Off,2015-08-17 23:42,Z Sibanyoni,23289569
Unit: 04,[185],264295,S,OPSCIVMT - OPS CIVIL MAINTENANCE,mills gas cylinders are not chained on gound floor,03-00N - BOILER PLANT,Submitted,2015-08-13 12:40,Nkululeko Nxumalo,23285327
Unit: 04,[185],264509,2,HMDM - HMD MILLS,MILL 'A' JET PULSION WATER P/P IS LEAKING WATER VERY BAD WHEN SAME OPENED.,03-04NM10D102 - MILL 4A REJECT REMOVAL JET PULSION P/P,Submitted,2015-08-15 08:26,TP Mndawe,23287434
Unit: 04,[185],264537,2,CIB - C&I UNITS 4 - 6 SECT,CALL OUT S/BY C&I FOR A MILL BLOCKED ALARM SUSTAINED.,03-04CC002B001 - MILL 4A FDR 04NM10D003,Submitted,2015-08-15 17:46,Z Sibanyoni,23287696
Unit: 04,[185],264665,3,CIB - C&I UNITS 4 - 6 SECT,"Configuration of PPMS signals by modification Technician during opportunity outage.
",03-04NM10D001 - MILL 4A DRIVE SET,Signed Off,2015-08-17 07:37,Alex Zikalala,23288417
Unit: 04,[185],264708,3,CIB - C&I UNITS 4 - 6 SECT,MILL '4B' FEEDER STALL BUT WHEN OPENED NOTHING IS FOUND. C&I TO CHECK,03-04CC003B001 - MILL 4B FDR 04NM20D003,Submitted,2015-08-17 18:49,Solly Mathebula,23289451
Unit: 04,[185],266119,2,OPSLUB - OPERATING LUBRICATION SECTION,CALL OUT S/BY LUB OIL TEAM FOR E MILL FEEDER GEARBOX OIL LEVEL LOW.,03-04NM50D003MG01 - MILL 4E FEEDER GEARBOX,Submitted,2015-09-04 16:09,Z Sibanyoni,23311358
Unit: 04,[185],266144,1,HMDM - HMD MILLS,"MILL E RAW COAL CHUTE BLOCKED,ON SIDE GC NOTYFIED TO INVESTIGATE THE BLOCKAGE  ",03-04NM50G006 - BABCOCK MILL 4E,Submitted,2015-09-04 23:52,TP Mndawe,23311606
Unit: 04,[185],266530,2,HMDM - HMD MILLS,MILL 4B REJECT INNER DOOR HAS CLINKER,03-04NM20AA - MILL 4B REJECT SYSTEM,Submitted,2015-09-09 00:39,Jeremia Mabuza,23316329
Unit: 04,[185],266708,1,CIB - C&I UNITS 4 - 6 SECT,MILL 'B' FDR VSD TO BE REPLACED.,03-04CC003B001 - MILL 4B FDR 04NM20D003,Submitted,2015-09-10 10:37,Thami Malaka,23318810
Unit: 04,[185],265802,2,HMDM - HMD MILLS,MILL F GOT PF LEAKING BADLY ON BURNERBOX F1  & F2.,03-04NS61 - F1 BURNER SECONDARY AIR SUB-SYSTEM,Submitted,2015-09-01 09:33,Z Sibanyoni,23305689
Unit: 04,[185],265967,2,HMDM - HMD MILLS,"F MILL DISTRIBITION BOX LEAKING PF ,GC TO ATTEND",03-04NM60S005 - MILL 4F PF DISTRIBUTION BOX DAMPER,Submitted,2015-09-03 05:08,TP Mndawe,23308485
Unit: 04,[185],265429,2,CIB - C&I UNITS 4 - 6 SECT,CLEAN AIR CURVE TO BE DONE ON 'A' MILL MILL.,03-04NM10 - MILL 4A,Submitted,2015-08-27 10:09,Jeremia Mabuza,23300740
Unit: 04,[185],265492,1,HMDM - HMD MILLS,pf leak under ducting,03-04NM40 - MILL 4D,Submitted,2015-08-28 06:41,Marius Alexander,23301686
Unit: 04,[185],265993,2,HMDM - HMD MILLS,F MILL DISTRIBUTIONBOX LEAKING PF.,03-04NM60S005MR02 - MILL 4F DISTRIBUTION BOX,Submitted,2015-09-03 08:22,Z Sibanyoni,23308782
Unit: 04,[185],267047,2,CIB - C&I UNITS 4 - 6 SECT,"""A"" MILL AND ""B"" MILL SECONDARY AIR FLOW INDICATORS INDICATES A FLOW EVEN WHEN THE SECONDARY AIR DAM",03-04JF01C007 - SECONDARY AIR DAMPER B1 NS21S001,Submitted,2015-09-13 12:34,Thami Malaka,23322563
Unit: 04,[185],266789,1,CIB - C&I UNITS 4 - 6 SECT,s/by c+i called out mill blocked prot.,03-04NM20 - MILL 4B,Submitted,2015-09-11 04:51,B Melvill,23319823
Unit: 04,[185],266110,2,HMDM - HMD MILLS,CALLOUT S/BY GC FOR D FEEDER GEARBOX BOLD AND NUT RUN LOOSE.,03-04CD002B001 - MILL 4D FDR 04NM40D003,Submitted,2015-09-04 14:03,Z Sibanyoni,23311351
Unit: 04,[185],270025,2,HMDASHP - HMD ASH PLANT,F MILL REJECT LINE LEAKING WATER,03-04VD07S003 - PF MILL 'D' OIL CLR CW AR ISOL V/V      ,Submitted,2015-10-20 06:03,TP Mndawe,23367831
Unit: 04,[185],267152,1,CIB - C&I UNITS 4 - 6 SECT,"S/BY C&I TO ATTEND TO MILL 'B' FDR,SAME INDICATES NO COAL ON FDR BELT OF WHICH THE FDR BELT IF FULL ",03-04NM20M005 - FEEDER CLEAN-OUT CONVEYOR-STOPPED MEAS,Submitted,2015-09-14 17:15,TP Mndawe,23325894
Unit: 04,[185],267701,2,HMDBLR - HMD BOILER,"S/H ATT 3.4 'A' RUPTURE DISC BLOWN,POURING WATER ON TOP OF MILL 'E'.",03-04NW34S001 - S/H  ATT 3.4 SPRAYWTR REG V/V A (MOTORD),Submitted,2015-09-22 01:19,TP Mndawe,23334272
Unit: 04,[185],267849,2,HMDM - HMD MILLS,CLINKER TO BE REMOVED B MILL INNER DOOR.,03-04NM20D102MR01 - MILL 4B REJECT LINE,Submitted,2015-09-24 09:05,Jeremia Mabuza,23337230
Unit: 04,[185],269158,3,HMDM - HMD MILLS,MILL LABERENT SEAL LEAKING PF,03-04NM40 - MILL 4D,Submitted,2015-10-10 09:21,Dawid Lombard,23356127
Unit: 04,[185],268782,2,CIB - C&I UNITS 4 - 6 SECT,MILL 'A' LUB OIL FILTER GAUGE IS NOT WORKING.,03-04NM10G001 - MILL 4A LUB OIL FILTER A,Signed Off,2015-10-06 10:08,Thami Malaka,23350845
Unit: 04,[185],269019,2,CIB - C&I UNITS 4 - 6 SECT,MILL 4A LUB OIL PRESSURE AFTER FILTER GAUGE IS READING HIGHER THAN THE PRESSURE BEFORE FILTER,03-04CA001B001 - MILL 4A GEARBOX LUB OIL P/P 04NM10D002,Signed Off,2015-10-08 17:47,Jeremia Mabuza,23354623
Unit: 04,[185],269103,2,HMDM - HMD MILLS,D MILL PF LEAKING UNDERNEATH THE GEARBOX ,03-04CB032B001 - MILL 4D SEAL AIR DAMPER 04NM40S004,Submitted,2015-10-09 11:26,TP Mndawe,23355485
Unit: 04,[185],252508,2,EMF - EMD UNIT 4-6,E FEEDER SPEED INDICATION FAULTY EMD TO CHECK.,03-04CD003B001 - MILL 4E FDR 04NM50D003,Signed Off,2015-03-11 09:25,Z Sibanyoni,23109138
Unit: 04,[185],271751,2,CIB - C&I UNITS 4 - 6 SECT,CALL OUT S/BY C&I FOR MILL  E FEEDER  PULLING HIGH  SPEED AND FAILS TO COME BACK.,03-04CD003B001 - MILL 4E FDR 04NM50D003,Submitted,2015-11-06 20:12,Z Sibanyoni,23389322
Unit: 04,[185],271911,1,HMDM - HMD MILLS,d mill distrubution box leaking pf,03-04NM40S005 - MILL 4D PF DISTRIBUTION BOX DAMPER,Signed Off,2015-11-08 11:31,Marius Alexander,23390269
Unit: 04,[185],271271,1,CIB - C&I UNITS 4 - 6 SECT,f feeder fault alarm came on intermitantly while mill is i/s,03-04CD004B001 - MILL 4F FDR 04NM60D003,Submitted,2015-11-02 12:58,Marius Alexander,23383606
Unit: 04,[185],271684,1,CIB - C&I UNITS 4 - 6 SECT,a3 sec air damper fails to drive keeps blowing fuses,03-04NM10 - MILL 4A,Submitted,2015-11-06 08:25,Marius Alexander,23388630
Unit: 04,[185],271759,2,EMF - EMD UNIT 4-6,CALL OUT S/BY EMD FOR E MILL FEEEDER VSD TO BE CHANGED.,03-04CD003B001 - MILL 4E FDR 04NM50D003,Submitted,2015-11-06 22:57,Z Sibanyoni,23389377
