textbox19,textbox34,ID,textbox30,textbox10,Title,Location,Status,DateInitiated,Initiator,SAPNotificationNr
Unit: 01,[172],246705,2,HMDM - HMD MILLS,MILL C REJECTBOX INSPECTION WINDOW IS BROKEN.,03-01NM30G501 - MILL 1C REJECT BOX,Submitted,2015-01-07 11:16,Michael Mokgabudi,23027565
Unit: 01,[172],246707,2,HMDM - HMD MILLS,MILL C REJECTBOX INSPECTION DOOR SEALS IS BROKEN.,03-01NM30G501 - MILL 1C REJECT BOX,Submitted,2015-01-07 11:34,Michael Mokgabudi,23027584
Unit: 01,[172],246829,1,MBM - MBD MILLS,MILL '1C' COALGATE IS ONLY 10% OPEN. GC CONSTRUCTION TO CHECK SAME,03-01NM30 - MILL 1C,Submitted,2015-01-09 18:13,Solly Mathebula,23030528
Unit: 01,[172],246981,1,CIA - C&I UNITS 1-3 SECTION,"CALL OUT - MILL ""C"" SGC START-UP PROGRAM IS FAULTY",03-01NM30 - MILL 1C,Submitted,2015-01-12 05:33,Chris Nel,23031703
Unit: 01,[172],246984,1,CIA - C&I UNITS 1-3 SECTION,CALL OUT - MILL 1DSGC START-UP PROGRAM IS FAULTY,03-01NM40 - MILL 1D,Submitted,2015-01-12 06:26,Chris Nel,23031715
Unit: 01,[172],246708,2,HMDM - HMD MILLS,MILL D REJECTBOX INSPECTION DOOR RUBBER SEAL BROKEN.,03-01NM40G501 - MILL 1D REJECT BOX,Submitted,2015-01-07 11:38,Michael Mokgabudi,23027581
Unit: 01,[172],247049,2,HMDM - HMD MILLS,MILL  D  SEAL  AIR   DUCT  COMPENSATOR  LEAKING  BADLY  -  DAMAGED BY  SCAFFOLDING  STRUCTURE ,03-01CB032B001 - MILL 1D SEAL AIR DAMPER 01NM40S004,Submitted,2015-01-13 00:32,MD Phala,23033020
Unit: 01,[172],247208,2,HMDM - HMD MILLS,MILL E REJECT LINE IS HOLED.,03-01NM50D102MR01 - MILL 1E REJECT LINE,Submitted,2015-01-14 21:00,Michael Mokgabudi,23036000
Unit: 01,[172],248340,1,HMDM - HMD MILLS,"MILL E LUB OIL FILTER ""A"" IS DIRTY.",03-01NM50G001 - MILL 1E LUB OIL FILTER A,Submitted,2015-01-20 23:27,Michael Mokgabudi,23042679
Unit: 01,[172],248793,2,EME - EMD UNIT 1-3,MILL '1C' PRIMARY AIR DAMPER GEARBOX IS VIBRATING. ,03-01JF02C005 - MILL 1C PA DAMPER 01NM30S001,Submitted,2015-01-26 11:36,Solly Mathebula,23048962
Unit: 01,[172],246389,2,HMDM - HMD MILLS,"MILL  E  FEEDER   BELT   MISS  ALIGN  AND  FULL  OF  COAL-TO  BE   CLEANED,ALGNED  AND  SHEARING  PI",03-01CD003B001 - MILL 1E FDR 01NM50D003,Submitted,2015-01-02 12:50,MD Phala,23022254
Unit: 01,[172],246392,1,HMDM - HMD MILLS,MILL  A  FEEDER  CLEANOUT  CONVEYOR  BELT  SHEARING  PIN  BROKEN,03-01CC005B001 - MILL 1A FDR CLEANOUT CONVYR 01NM10D005,Submitted,2015-01-02 14:03,MD Phala,23022286
Unit: 01,[172],246709,2,HMDM - HMD MILLS,MILL E REJECTBOX DOOR RUBBER SEAL IS BROKEN,03-01NM50G501 - MILL 1E REJECT BOX,Submitted,2015-01-07 11:43,Michael Mokgabudi,23027585
Unit: 01,[172],247150,2,HMDM - HMD MILLS,MILL  E  PA  INLET  DUCT  COMPENSATOR  IS  TORN,03-01NM50S001 - MILL 1E PA DAMPER,Submitted,2015-01-14 06:04,MD Phala,23034616
Unit: 01,[172],248267,1,HMDM - HMD MILLS,"MILL E LUB OIL FILTER ""A"" IS DIRTY.",03-01NM50G001 - MILL 1E LUB OIL FILTER A,Cancelled,2015-01-20 01:25,Michael Mokgabudi,
Unit: 01,[172],248443,1,HMDOB - HMD OIL BURNERS,MILL  C  FUEL  OIL  LANCE   FAILS  TO  IGNITE,03-01NL32G001 - OIL BURNER LANCE (GUN),Submitted,2015-01-22 01:57,MD Phala,23044187
Unit: 01,[172],248892,1,HMDM - HMD MILLS,PF LEAK ON  A1 PF INLET BOLT ON BURNER BOX,03-01NM10S005MR03 - MILL 1A PF PIPE NR 1,Signed Off,2015-01-27 19:40,Solly Mathebula,23051043
Unit: 01,[172],248894,2,HMDM - HMD MILLS,F3 PF INLET PIPE IS HOLED.,03-01NM60S005MR05 - MILL 1F PF PIPE NR 3,Signed Off,2015-01-27 19:53,Solly Mathebula,23051041
Unit: 01,[172],248898,1,MBP - MBD PLATERSHOP,PF LEAK ON  PF INLET BOLT LEAKING ON BURNER BOX.,03-01NM10S005MR03 - MILL 1A PF PIPE NR 1,Signed Off,2015-01-27 20:54,Solly Mathebula,23051045
Unit: 01,[172],248899,1,MBP - MBD PLATERSHOP,F3 PF INLET PIPE  IS HOLED.,03-01NM60S005MR05 - MILL 1F PF PIPE NR 3,Signed Off,2015-01-27 20:57,Solly Mathebula,23051044
Unit: 01,[172],248902,1,MBP - MBD PLATERSHOP,A1 PF INLET BOLT LEAKING PF AND F3 INLET PIPE HOLED. S/BY PLATTERSHOP CALLED-OUT.,03-01NM10S005MR03 - MILL 1A PF PIPE NR 1,Signed Off,2015-01-27 21:36,Solly Mathebula,23051053
Unit: 01,[172],248937,1,HMDM - HMD MILLS,MILL  A  DISTRIBUTION  BOX   LEAKING  PF  ,03-01NM10S005MR02 - MILL 1A DISTRIBUTION BOX,Signed Off,2015-01-28 10:20,MD Phala,23051738
Unit: 01,[172],248444,1,HMDOB - HMD OIL BURNERS,MILL  C  C3  FUEL  OIL  BURNER  LANCE  FAILS  TO  IGNITE,03-01NL33 - C3 BURNER FUEL OIL SUPPLY SYSTEM,Submitted,2015-01-22 02:00,MD Phala,23044188
Unit: 01,[172],248478,S,HMDM - HMD MILLS,MILL '1E' N2 CYLINDERS TO BE CHAINED.,03-01NM50S530 - MILL 1E N2 SUPPLY ISOL V/V,Signed Off,2015-01-22 12:37,Solly Mathebula,23045075
Unit: 01,[172],248827,1,CIA - C&I UNITS 1-3 SECTION,C&I ON SITE CONTACTED FOR MILL C QUICK CLOSE DAMPER RUN CLOSE WHILE MILL IN SERVICE.,03-01CA032B001 - MILL 1C QUICK CLOSE DAMPER 01NM30S003,Submitted,2015-01-27 02:08,Michael Mokgabudi,23049673
Unit: 01,[172],248883,1,CIA - C&I UNITS 1-3 SECTION,C&I  ON SITE TO CHECK DIRECTION ON  MILL '1C' PA DAMPER.,03-01JF02C005 - MILL 1C PA DAMPER 01NM30S001,Submitted,2015-01-27 16:29,Solly Mathebula,23050930
Unit: 01,[172],249148,1,HMDM - HMD MILLS,MILL  B  FEEDER   COAL  CONVEYOR  BELT  DAMAGED  BY  LONG  SHARP  IRON  ROD,03-01CC003B001 - MILL 1B FDR 01NM20D003,Signed Off,2015-01-30 14:06,MD Phala,23055845
Unit: 01,[172],249367,1,HMDM - HMD MILLS,MILL  D  PA  DAMPER   LINK  DISMANTLED  FROM  ACTUATOR  ,03-01NM40S001MS01 - MILL 1D PA DAMPER ACTUATOR,Signed Off,2015-02-02 17:15,MD Phala,23058922
Unit: 01,[172],249409,2,HMDM - HMD MILLS,MILL '1A' INNERDOOR HAS GOT A CLINKER.,03-01NM10AA - MILL 1A REJECT SYSTEM,Submitted,2015-02-03 05:25,Solly Mathebula,23059159
Unit: 01,[172],248831,1,EME - EMD UNIT 1-3,MILL C PA DAMPER MOTOR IS NOT WORKING.,03-01JF02C005 - MILL 1C PA DAMPER 01NM30S001,Signed Off,2015-01-27 05:19,Michael Mokgabudi,23049715
Unit: 01,[172],249736,1,HMDM - HMD MILLS,MILL '1F' FEEDER FAILS TO PICK-UP SPEED. S/BY GC CALLED-OUT.,03-01CD004B001 - MILL 1F FDR 01NM60D003,Submitted,2015-02-06 19:47,Solly Mathebula,23065247
Unit: 01,[172],249266,1,HMDM - HMD MILLS,MILL  C  REJECT  BOX  INNER  DOOR   STUCKED,03-01NM30G501KB01 - MILL 1C REJECT BOX DOOR,Signed Off,2015-02-01 08:24,MD Phala,23056704
Unit: 01,[172],249379,2,HMDM - HMD MILLS,GC CONSTRUCTION TO REPLACE SHEARING PIN ON MILL '1F' CLEANOUT CONVEYOR,03-01NM60AA - MILL 1F REJECT SYSTEM,Signed Off,2015-02-02 20:46,Solly Mathebula,23059011
Unit: 01,[172],249484,1,CIA - C&I UNITS 1-3 SECTION,C&I ON SITE TO CHECK MILL '1C' QUICKCLOSE DAMPER THAT SHOWS NO INDICATION,03-01CA032B001 - MILL 1C QUICK CLOSE DAMPER 01NM30S003,Submitted,2015-02-04 03:45,Solly Mathebula,23060786
Unit: 01,[172],249487,1,EMA - EMD ACTUATORS,ACTUATOR TEAM TO CHECK MILL '1C' QUICK CLOSE DAMPER. SAME SUSPECTED TO HAVE TRIPPED ON CLOSE TORQUE.,03-01CA032B001 - MILL 1C QUICK CLOSE DAMPER 01NM30S003,Submitted,2015-02-04 04:05,Solly Mathebula,23060798
Unit: 01,[172],249522,2,HMDM - HMD MILLS,MILL C REJECT INNER DOOR HAS A CLINKER.,03-01NM30S519 - MILL 1C REJECT SLIDE GATE,Signed Off,2015-02-04 11:25,Michael Mokgabudi,23061464
Unit: 01,[172],249745,2,HMDM - HMD MILLS,MILL '1A' INNERDOOR HAS GOT A CLINKER.,03-01NM10 - MILL 1A,Submitted,2015-02-06 22:25,Solly Mathebula,23065209
Unit: 01,[172],249696,2,CIA - C&I UNITS 1-3 SECTION,MILL C DIFF PRESSURE HIGH(+-8KPA).,03-01NM30P011 - MILL 1C PA DIFFERENTIAL PRESSURE,Signed Off,2015-02-06 08:17,Michael Mokgabudi,23064047
Unit: 01,[172],250714,1,OPSLUB - OPERATING LUBRICATION SECTION,MILL  B  GEARBOX  IS  EMPTY -TO  BE  TOPPED  UP,03-01NM20P005 - MILL 1B GEARBOX LUB OIL PRESSURE SWITCH,Submitted,2015-02-19 06:05,MD Phala,23081025
Unit: 01,[172],250738,1,HMDM - HMD MILLS,BURNER E3 PF INLET PIPE IS LEAKING BEFORE BURNERBOX,03-01NM50S005MR05 - MILL 1E PF PIPE NR 3,Submitted,2015-02-19 11:45,Michael Mokgabudi,23081876
Unit: 01,[172],246834,1,HMDM - HMD MILLS,MILL '1F' COALGATE ADRIFT. GC CONSTRUCTION TO CHECK SAME.,03-01NM60D001MG01 - MILL 1F GEARBOX,Signed Off,2015-01-09 18:25,Solly Mathebula,23030647
Unit: 01,[172],247050,S,HMDBLR - HMD BOILER,SCAFFOLDING   BESIDE   MILL   D    AGAINST   MILL  SEAL  AIR  PIPE    COMPENSATOR  TO  BE  REMOVED,03-01NM40 - MILL 1D,Submitted,2015-01-13 00:36,MD Phala,23033031
Unit: 01,[172],247066,1,HMDM - HMD MILLS,MILL  D  PA  DAMPER  STUCKED  70%  OPEN,03-01NM40P012 - MILL 1D SEAL AIR PA DIFF PRESS,Submitted,2015-01-13 06:44,MD Phala,23033159
Unit: 01,[172],248425,1,CIA - C&I UNITS 1-3 SECTION,CALL OUT -   MILL 1E FEEDER FAILS TO GO ON AUTO AFTER IT HAS STARTED,03-01NM50D003 - MILL 1E FEEDER DRIVE,Submitted,2015-01-21 20:20,Chris Nel,23044078
Unit: 01,[172],248687,2,CIA - C&I UNITS 1-3 SECTION,MILL '1C'  NO-COAL ON BELT INDICATION TO BE CHECKED.  NO-COAL ON BELT DOES NOT FLICKER.,03-01NM30 - MILL 1C,Submitted,2015-01-25 07:37,Solly Mathebula,23047566
Unit: 01,[172],250737,1,HMDM - HMD MILLS,BURNERBOX D3 PF INLET FLANGE IS LEAKING.,03-01NM40S005MR05 - MILL 1D PF PIPE NR 3,Submitted,2015-02-19 11:39,Michael Mokgabudi,23081875
Unit: 01,[172],251376,1,CIA - C&I UNITS 1-3 SECTION,MILL C DIFF PRESSURE HIGH(9KPA).,03-01NM30P011 - MILL 1C PA DIFFERENTIAL PRESSURE,Submitted,2015-02-25 23:13,Michael Mokgabudi,23091728
Unit: 01,[172],251686,1,HMDM - HMD MILLS,MILL E REJECT LINE IS BROKEN IN THE PIPE TRENCH.,03-01NM50D102MR01 - MILL 1E REJECT LINE,Submitted,2015-03-01 21:20,Michael Mokgabudi,23096273
Unit: 01,[172],251715,1,HMDM - HMD MILLS,"MILL ""A"" BURNING REJECT FLOW OUT FROM INSIDE THE MILL INTO THE REJECTBOX",03-01NM10 - MILL 1A,Submitted,2015-03-02 05:50,Michael Mokgabudi,23096465
Unit: 01,[172],252034,2,HMDM - HMD MILLS,MILL '1C' INNERDOOR HAS GOT A CLINKER.,03-01NM30AA - MILL 1C REJECT SYSTEM,Signed Off,2015-03-05 21:27,Solly Mathebula,23102600
Unit: 01,[172],252050,1,HMDM - HMD MILLS,MILL  C  REJECT  BOX   HAS  BURNING   CLINKER  INSIDE,03-01NM30S519 - MILL 1C REJECT SLIDE GATE,Submitted,2015-03-06 01:55,MD Phala,23102746
Unit: 01,[172],252075,1,CIA - C&I UNITS 1-3 SECTION,MILL C PA DAMPER FAILS TO OPEN.,03-01NM30S001 - MILL 1C PA DAMPER,Submitted,2015-03-06 10:22,Michael Mokgabudi,23103411
Unit: 01,[172],251467,1,STNCLNG - STATION CLEANING,STATION CLEANING CALLED OUT TO CLEAR COAL REJECT AT REJECTBOX AREA.,03-01NM50G501 - MILL 1E REJECT BOX,Submitted,2015-02-27 01:06,Michael Mokgabudi,23093508
Unit: 01,[172],250479,1,HMDM - HMD MILLS,MILL F PF OUTLET DUCT IS LEAKING.,03-01NM60S - MILL 1F PF OUTLET,Signed Off,2015-02-16 10:49,Michael Mokgabudi,23076445
Unit: 01,[172],250552,1,HMDM - HMD MILLS,MILL C REJECT JET PULSION P/P WATER SUPPLY V/V IS MECHANICALLY STIFF.,03-01NM30S516 - MILL 1C JET PULSION P/P WATER SUPPLY V/V,Submitted,2015-02-17 09:26,Michael Mokgabudi,23077964
Unit: 01,[172],250652,2,HMDM - HMD MILLS,MILL C REJECT INNER DOOR IS MECHANICALLY STIFF.,03-01NM30S519 - MILL 1C REJECT SLIDE GATE,Submitted,2015-02-18 13:56,Michael Mokgabudi,23080330
Unit: 01,[172],249144,3,HMDM - HMD MILLS,MILL  E  COAL GATE  TURNING   LOOSE,03-01NM50G006KB01 - MILL 1E COAL FEEDER,Signed Off,2015-01-30 13:31,MD Phala,23055936
Unit: 01,[172],249146,3,HMDASHP - HMD ASH PLANT,DUST  HOPPER  NO.20   HYDROVAC  SLUICE  WATER  BLOWING  BACKWARD  OUT  THROUGH  VACUUM  VALVE,03-01WH01D520 - LH HOPPER AGITATOR Nr 20,Submitted,2015-01-30 13:40,MD Phala,23055941
Unit: 01,[172],249411,2,HMDM - HMD MILLS,MILL '1E'  INNERDOOR HAS GOT A CLINKER,03-01NM50AA - MILL 1E REJECT SYSTEM,Signed Off,2015-02-03 05:40,Solly Mathebula,23059110
Unit: 01,[172],249486,1,EME - EMD UNIT 1-3,S/BY EMD ON SITE TO CHECK MILL '1C'  QUICKCLOSE DAMPER. SAME SUSPECTED TO HAVE TRIPPED ON SWITCH GEA,03-01CA032B001 - MILL 1C QUICK CLOSE DAMPER 01NM30S003,Signed Off,2015-02-04 04:02,Solly Mathebula,23060800
Unit: 01,[172],252423,2,HMDM - HMD MILLS,MILL '1C' REJECT INNERDOO FAILS TO CLOSE.,03-01NM30AA - MILL 1C REJECT SYSTEM,Signed Off,2015-03-10 15:23,Solly Mathebula,23108616
Unit: 01,[172],252433,2,HMDM - HMD MILLS,MILL  '1C' REJECT LINE IS BLOCKED. ,03-01NM30AA - MILL 1C REJECT SYSTEM,Signed Off,2015-03-10 18:38,Solly Mathebula,23109352
Unit: 01,[172],252479,3,HMDM - HMD MILLS,MILL  C  PA  DAMPER  STUCKING ,03-01NM30S001MS01 - MILL 1C PA DAMPER ACTUATOR,Submitted,2015-03-11 03:33,MD Phala,23109167
Unit: 01,[172],251474,1,HMDM - HMD MILLS,MILL E IS REJECTING EXCESSIVELY.,03-01NM50AA - MILL 1E REJECT SYSTEM,Signed Off,2015-02-27 01:48,Michael Mokgabudi,23093527
Unit: 01,[172],251475,1,HMDM - HMD MILLS,"MILL ""A"" IS REJECTING EXCESSIVELY.",03-01NM10AA - MILL 1A REJECT SYSTEM,Signed Off,2015-02-27 01:50,Michael Mokgabudi,23093524
Unit: 01,[172],251871,1,HMDM - HMD MILLS,MILL  B  HAS   BAD   GAS   LEAK,03-01NM20G - MILL 1B BALL LOADING SYS (GAS & HYD),Submitted,2015-03-03 22:03,MD Phala,23099171
Unit: 01,[172],251916,1,HMDM - HMD MILLS,MILL C REJECT LINE IS BLOCKED.,03-01NM30D102MR01 - MILL 1C REJECT LINE,Submitted,2015-03-04 14:02,Mohlodi Makua,23100322
Unit: 01,[172],251917,1,HMDBLR - HMD BOILER,MILL E REJECT LINE IS BLOCKED.,03-01NM50D102MR01 - MILL 1E REJECT LINE,Signed Off,2015-03-04 14:08,Mohlodi Makua,23100324
Unit: 01,[172],251936,1,HMDM - HMD MILLS,MILL E REJECT INNER DOOR HAS A CLINKER.,03-01NM50S519 - MILL 1E REJECT SLIDE GATE,Submitted,2015-03-04 18:20,Mohlodi Makua,23100801
Unit: 01,[172],251959,1,HMDM - HMD MILLS,MILL  E  REJECT  BOX  INNER   DOOR  HAS  CLINKER   TO  BE   REMOVED,03-01NM50S519 - MILL 1E REJECT SLIDE GATE,Signed Off,2015-03-05 00:56,MD Phala,23100912
Unit: 01,[172],250740,1,HMDM - HMD MILLS,BURNER F1 PF INLET PIPE IS LEAKING BEFORE BURNERBOX,03-01NM60S005MR03 - MILL 1F PF PIPE NR 1,Submitted,2015-02-19 11:48,Michael Mokgabudi,23081881
Unit: 01,[172],252159,4,OUTU1 - OUTAGE UNIT 1,MILL C PA DAMPER HOOKED FROM INSIDE WHEN OPENED ABOVE 90%.,03-01NM30S001 - MILL 1C PA DAMPER,Signed Off,2015-03-07 09:33,Michael Mokgabudi,23104653
Unit: 01,[172],252245,1,EME - EMD UNIT 1-3,S/BY EMD CALLED OUT FOR MILL C PA DAMPER MOTOR KEEPS ON JAMMING.,03-01NM30S001-M01 - MILL 1C PA DAMPER ACTUATOR MOTOR,Submitted,2015-03-08 08:56,Michael Mokgabudi,23105179
Unit: 01,[172],251592,1,STNCLNG - STATION CLEANING,CALL-OUT S/BY STATION CLEANING TO REMOVE COAL IN FRONT OF MILL '1A'  REJECT BOX.,03-01NM10AA - MILL 1A REJECT SYSTEM,Submitted,2015-02-28 15:22,Solly Mathebula,23095457
Unit: 01,[172],252072,1,HMDM - HMD MILLS,MOLL C PA DAMPER IS MECHANICALLY STIFF.,03-01NM30S001 - MILL 1C PA DAMPER,Submitted,2015-03-06 09:35,Michael Mokgabudi,23103293
Unit: 01,[172],252247,1,EMA - EMD ACTUATORS,S/BY ACTUATOR TEAM CALLED OUT FOR MILL C PA DAMPER ACTUATOR IS FAULTY.,03-01NM30S001MS01 - MILL 1C PA DAMPER ACTUATOR,Submitted,2015-03-08 10:00,Michael Mokgabudi,23105239
Unit: 01,[172],252295,1,CIA - C&I UNITS 1-3 SECTION,MILL  B  SECONDARY  AIR   DAMPER  FAULTY,03-01NS23S001 - BURNER B3 SECONDARY AIR DAMPER,Submitted,2015-03-09 04:27,MD Phala,23105913
Unit: 01,[172],252853,2,CIA - C&I UNITS 1-3 SECTION,MILL  A  OUTLET  TEMP   SPIKING,03-06NM10T003 - MILL 6A OUTLET TEMP 1,Signed Off,2015-03-15 20:58,MD Phala,23115129
Unit: 01,[172],255402,2,HMDM - HMD MILLS,U1 GRATINGS AROUND MILLS TO BE FIXED OR REPLACED,03-01YU - UNIT 1 GENERAL BUILDINGS                ,Signed Off,2015-04-17 10:43,Elias Masilela,23154952
Unit: 01,[172],269653,2,HMDM - HMD MILLS,MILL D REJECT LINE IS BLOCKED.,03-01NM40D102MR01 - MILL 1D REJECT LINE,Submitted,2015-10-16 00:28,Michael Mokgabudi,23363219
Unit: 01,[172],269770,1,HMDM - HMD MILLS,MILL 1C   REJECT LINE IS BLOCKED. GC NOTIFIED.,03-01NM30AA - MILL 1C REJECT SYSTEM,Submitted,2015-10-17 09:11,MD Phala,23364718
Unit: 01,[172],269779,1,HMDM - HMD MILLS,MILL 1B REJECT LINE IS BOCKED. GC CONSTRUCTION NOTIFIED. GC CONSTRUCTION REFUSES TO CALL S/BY RP TO ,03-01NM20AA - MILL 1B REJECT SYSTEM,Submitted,2015-10-17 10:47,MD Phala,23364815
Unit: 01,[172],269780,1,HMDM - HMD MILLS,MILL 1C REJECT LINE IS BLOCKED. GC CONSTRUCTION NOTIFIED. BUT SY THEY NEED PERMIT BUT GC ALSO REFUSE,03-01NM30D102MR01 - MILL 1C REJECT LINE,Submitted,2015-10-17 10:50,MD Phala,23364788
Unit: 01,[172],269464,2,HMDM - HMD MILLS,MILL '1E'  REJECT BOX INPSECTION GLASS HANDLE BROKEN.   GC CONSTRUCTION TO CHECK SAME.,03-01NM50AA - MILL 1E REJECT SYSTEM,Submitted,2015-10-14 10:04,Solly Mathebula,23360704
Unit: 01,[172],269771,1,MBM - MBD MILLS,MILL 1D REJECT LINE IS BLOCKED.  GC NOTIFIED.,03-01NM40AA - MILL 1D REJECT SYSTEM,Submitted,2015-10-17 09:13,MD Phala,23364717
Unit: 01,[172],269783,1,HMDM - HMD MILLS,MILL '1D' REJECT LINE IS BLOCKED. GC CONSTRUCTION REFUSES TO CALL S/BY RP. GC OFFICER  KWENDA PHONE ,03-01NM40D102MR01 - MILL 1D REJECT LINE,Submitted,2015-10-17 10:53,MD Phala,23364813
Unit: 01,[172],269904,1,HMDM - HMD MILLS,MILL '1F' REJECT LINE IS BLOCKED.,03-01NM60D102MR01 - MILL 1F REJECT LINE,Submitted,2015-10-19 02:20,Solly Mathebula,23365831
Unit: 01,[172],270838,2,CIA - C&I UNITS 1-3 SECTION,MILL C CLEAN OUT CONVEYOR SENEOR PROBE TO BE ADJUSTED.ALARM KEEPS ON COMING.,03-01NM30Y003 - MILL 1C CLEAN-OUT CONVEYOR STOPPED,Submitted,2015-10-28 20:25,Michael Mokgabudi,23379011
Unit: 01,[172],270840,2,CIA - C&I UNITS 1-3 SECTION,MILL F CLEAN OUT CONVEYOR SENSOR PROBE TO BE ADJUSTED.ALARM KEEPS ON COMING.,03-01NM60Y003 - MILL 1F  CLEAN-OUT CONVEYOR STOPPED,Submitted,2015-10-28 20:29,Michael Mokgabudi,23379029
Unit: 01,[172],269650,2,HMDM - HMD MILLS,"MILL ""A"" REJECT JET PULSION P/P IS MECHANICALLY TIGHT.",03-01NM10D102 - MILL 1A REJECT REMOVAL JET PULSION P/P,Submitted,2015-10-16 00:17,Michael Mokgabudi,23363265
Unit: 01,[172],269652,2,HMDM - HMD MILLS,MILL B REJECT LINE IS BLOCKED.,03-01NM20D102MR01 - MILL 1B REJECT LINE,Submitted,2015-10-16 00:26,Michael Mokgabudi,23363261
Unit: 01,[172],269907,1,MBM - MBD MILLS,MILL '1B' REJECT LINE IS BLOCKED,03-01NM20D102MR01 - MILL 1B REJECT LINE,Submitted,2015-10-19 03:22,Solly Mathebula,23365838
Unit: 01,[172],269905,1,HMDM - HMD MILLS,MILL '1C'  REJECT LINE IS BLOCKED.,03-01NM30D102MR01 - MILL 1C REJECT LINE,Submitted,2015-10-19 02:23,Solly Mathebula,23365830
Unit: 01,[172],270950,1,HMDBLR - HMD BOILER,"MILL ""A"" PA DAMPER IS MECHANICALLY STIFF.",03-01JF01C005 - MILL 1A PA DAMPER 01NM10S001,Submitted,2015-10-30 03:14,Michael Mokgabudi,23380382
Unit: 01,[172],251685,1,HMDM - HMD MILLS,S/BY GC CONSTRUCTION CALLED OUT FOR MILL E REJECT INNER DOOR FAILS TO OPERATE.,03-01NM50S519 - MILL 1E REJECT SLIDE GATE,Submitted,2015-03-01 21:16,Michael Mokgabudi,23096270
Unit: 01,[172],251687,1,HMDM - HMD MILLS,"MILL ""A"" REJECT LINE IS BLOCKED AND REJECT LINE IS BROKEN IN THE PIPE TRENCH.",03-01NM10D102MR01 - MILL 1A REJECT LINE,Submitted,2015-03-01 21:22,Michael Mokgabudi,23096272
Unit: 01,[172],251722,1,HMDM - HMD MILLS,MILL  E  REJECT  LINE  IS  BLOCKED,03-01NM50D102MR01 - MILL 1E REJECT LINE,Submitted,2015-03-02 07:20,MD Phala,23096524
Unit: 01,[172],251902,1,CIA - C&I UNITS 1-3 SECTION,MILL C DIFF PRESSURE IS HIGH(+8KPA).,03-01NM30P011 - MILL 1C PA DIFFERENTIAL PRESSURE,Signed Off,2015-03-04 08:40,Michael Mokgabudi,23099509
Unit: 01,[172],252035,2,HMDM - HMD MILLS,MILL '1F' REJECT LINE IS BLOCKED JUST UNDERNEATH THE REJECT BOX.,03-01NM60AA - MILL 1F REJECT SYSTEM,Signed Off,2015-03-05 21:30,Solly Mathebula,23102692
Unit: 01,[172],252049,1,EMA - EMD ACTUATORS,MILL  C  PRIMARY  AIR  DAMPER  STUCKED AT  80%  OPEN,03-01NM30S001 - MILL 1C PA DAMPER,Signed Off,2015-03-06 01:52,MD Phala,23102745
Unit: 01,[172],252158,1,CIA - C&I UNITS 1-3 SECTION,C&I ON SITE CONTACTED TO SET MILL C PA DAMPER LIMIT AT 85% BELOW 90% WHERE THE SAME KEEPS ON STICKIN,03-01NM30S001 - MILL 1C PA DAMPER,Submitted,2015-03-07 09:22,Michael Mokgabudi,23104619
Unit: 01,[172],270553,2,HMDM - HMD MILLS,LANCE SOOTBLOWER NR 143 IS STUCK IN THE BOILER AND THE AREA MUST BE INSPECTED.,03-01NV12D020KT03 - BLR LH LS RETRACT S/BLOWER 139 LANCES,Submitted,2015-10-25 15:11,Michael Mokgabudi,23374901
Unit: 01,[172],270837,2,CIA - C&I UNITS 1-3 SECTION,MILL D CLEAN OUT CONVEYOR SENSOR PROBE TO ADJUSTED.ALARM KEEPS ON COMING.,03-01NM40Y003 - MILL 1D CLEAN-OUT CONVEYOR STOPPED,Submitted,2015-10-28 20:15,Michael Mokgabudi,23379014
Unit: 01,[172],271508,2,HMDBLR - HMD BOILER,BURNER F4 PF SUPPLY PIPE IS LEAKING AT FIRST FLANGE.,03-01NM60S005MR06 - MILL 1F PF PIPE NR 4,Signed Off,2015-11-04 13:00,Michael Mokgabudi,23386477
Unit: 01,[172],271704,4,HMDM - HMD MILLS,MILL  A  QUICK  CLOSE   DAMPER  IS  PASSING,03-01CA028B001 - MILL 1A QUICK CLOSE DAMPER 01NM10S003,Submitted,2015-11-06 09:59,MD Phala,23388790
Unit: 01,[172],273027,2,CIA - C&I UNITS 1-3 SECTION,MILL  C  DIFF  PRESS  IS  ALWAYS  READING  HIGH,03-01NM30P011 - MILL 1C PA DIFFERENTIAL PRESSURE,Submitted,2015-11-20 01:06,MD Phala,23405644
Unit: 01,[172],273890,1,HMDM - HMD MILLS,MILL E REJECT LINE IS BLOCKED.,03-01NM50D102MR01 - MILL 1E REJECT LINE,Submitted,2015-11-29 04:16,Michael Mokgabudi,23416360
Unit: 01,[172],273985,2,HMDASHP - HMD ASH PLANT,MILL '1E' REJECT LINE IS BLOCKED.  GC CONSTRUCTION TO CHECK SAME.,03-01NM50AA - MILL 1E REJECT SYSTEM,Submitted,2015-11-30 08:06,Solly Mathebula,23417211
Unit: 01,[172],273029,2,HMDM - HMD MILLS,MILL  D  BURNER   2  PF  PIPE   BOLTS   LEAKING  PF  ,03-01NM40S005MR04 - MILL 1D PF PIPE NR 2,Submitted,2015-11-20 01:11,MD Phala,23405640
